696200	0	436.604	-0.273805	0	436.604	0
696199	0	873.209	-0.547611	0	436.604	1
696199	0	1309.81	-0.821416	0	436.604	2
696198	0	1746.42	-1.09522	0	436.603	3
696197	0	2183.02	-1.36903	0	436.602	4
696195	0	2619.62	-1.64283	0	436.601	5
696193	0	3056.22	-1.91663	0	436.6	6
696191	0	3492.82	-2.19043	0	436.599	7
696189	0	3929.42	-2.46424	0	436.597	8
696186	0	4366.02	-2.73804	0	436.596	9
696183	0	4802.61	-3.01184	0	436.594	10
696180	0	5239.2	-3.28563	0	436.592	11
696177	0	5675.79	-3.55943	0	436.59	12
696173	0	6112.38	-3.83323	0	436.588	13
696169	0	6548.97	-4.10702	0	436.585	14
696165	0	6985.55	-4.38081	0	436.582	15
696160	0	7422.13	-4.65461	0	436.58	16
696156	0	7858.71	-4.92839	0	436.577	17
696151	0	8295.29	-5.20218	0	436.573	18
696145	0	8731.86	-5.47597	0	436.57	19
696140	0	9168.43	-5.74975	0	436.567	20
696134	0	9604.99	-6.02353	0	436.563	21
696128	0	10041.6	-6.29731	0	436.559	22
696121	0	10478.1	-6.57108	0	436.555	23
696114	0	10914.7	-6.84486	0	436.551	24
696107	0	11351.2	-7.11863	0	436.546	25
696100	0	11787.8	-7.3924	0	436.542	26
696093	0	12224.3	-7.66616	0	436.537	27
696085	0	12660.8	-7.93992	0	436.532	28
696077	0	13097.4	-8.21368	0	436.527	29
696068	0	13533.9	-8.48744	0	436.522	30
696060	0	13970.4	-8.76119	0	436.516	31
696051	0	14406.9	-9.03494	0	436.511	32
696042	0	14843.4	-9.30868	0	436.505	33
696032	0	15279.9	-9.58242	0	436.499	34
696023	0	15716.4	-9.85616	0	436.493	35
696013	0	16152.9	-10.1299	0	436.487	36
696002	0	16589.4	-10.4036	0	436.48	37
695992	0	17025.9	-10.6773	0	436.474	38
695981	0	17462.3	-10.9511	0	436.467	39
695970	0	17898.8	-11.2248	0	436.46	40
695959	0	18335.3	-11.4985	0	436.453	41
695947	0	18771.7	-11.7722	0	436.446	42
695935	0	19208.2	-12.0459	0	436.438	43
695923	0	19644.6	-12.3196	0	436.431	44
695910	0	20081	-12.5933	0	436.423	45
695898	0	20517.4	-12.867	0	436.415	46
695885	0	20953.8	-13.1407	0	436.407	47
695871	0	21390.2	-13.4144	0	436.398	48
695858	0	21826.6	-13.688	0	436.39	49
695844	0	22263	-13.9617	0	436.381	50
695830	0	22699.4	-14.2354	0	436.372	51
695815	0	23135.8	-14.509	0	436.363	52
695801	0	23572.1	-14.7827	0	436.354	53
695786	0	24008.5	-15.0563	0	436.345	54
695771	0	24444.8	-15.33	0	436.335	55
695755	0	24881.2	-15.6036	0	436.325	56
695740	0	25317.5	-15.8772	0	436.316	57
695723	0	25753.8	-16.1508	0	436.306	58
